dobih_number,name,height_m,height_ft,xcoord,ycoord,1891,1921,1933,1953,1969,1974,1981,1984,1990,1997,2021,latitude,longitude,nearest_center,min_distance_km,nearest_center_lat,nearest_center_lon
362,Beinn Bheoil - Sron Coire na h-Iolaire,956.0,3136.0,251305.0,770437.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.80162584064294,-4.436639081897117,Dalwhinnie,18.928524121526923,56.934472,-4.2418957
383,Beinn Udlamain,1010.2,3314.0,257945.0,773975.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.835458187314444,-4.329978464939103,Dalwhinnie,12.241249415901809,56.934472,-4.2418957
385,Sgairneach Mhor (old GR),963.0,3159.0,259498.0,772758.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.82500641308214,-4.303876217327259,Dalwhinnie,12.74122132918776,56.934472,-4.2418957
384,Sgairneach Mhor,991.0,3251.0,259882.0,773130.0,Unclassified,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.82846150114782,-4.297794326306019,Dalwhinnie,12.267278396088253,56.934472,-4.2418957
387,A' Mharconaich - Bruach nan Iomairean,969.8,3182.0,260142.0,775883.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro,Munro,Munro,Munro,Munro,Munro,56.85325142277278,-4.295049916003869,Dalwhinnie,9.590948061676787,56.934472,-4.2418957
386,A' Mharconaich,973.2,3193.0,260423.0,776293.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.85701624759314,-4.290671185995582,Dalwhinnie,9.107843040563987,56.934472,-4.2418957
392,Geal-charn,917.1,3009.0,259644.0,778261.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.874446425518954,-4.304521801011381,Dalwhinnie,7.6816667755934285,56.934472,-4.2418957
388,Meall Chuaich,951.0,3120.0,271648.0,787834.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.96386248725221,-4.112575825235006,Dalwhinnie,8.496134034758013,56.934472,-4.2418957
389,Carn na Caim,940.8,3087.0,267700.0,782153.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.91175215628534,-4.1744833473341005,Dalwhinnie,4.808182311714772,56.934472,-4.2418957
394,Carn na Caim - Mullach Coire nan Cisteachan [Carn na Caim South Top],914.6,3001.0,266387.0,780691.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,56.898251271755456,-4.195259259557344,Dalwhinnie,4.922815021963978,56.934472,-4.2418957
390,A' Bhuidheanach Bheag,936.1,3071.0,266059.0,777594.0,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.87035556136549,-4.199005692280914,Dalwhinnie,7.590184969276511,56.934472,-4.2418957
391,A' Bhuidheanach Bheag - Glas Mheall Mor,927.9,3044.0,268063.0,776957.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.86521145108406,-4.16582497040803,Dalwhinnie,8.980534376987249,56.934472,-4.2418957
393,A' Bhuidheanach Bheag - Meall a' Chaorainn,916.0,3005.0,264608.0,777701.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.870894900366864,-4.222847034862892,Dalwhinnie,7.163442852946447,56.934472,-4.2418957
406,Beinn Dearg,1008.7,3309.0,285296.0,777800.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.87736092741832,-3.88371372762905,Bridge of Tilt,12.58698826128216,56.7670162,-3.8375674
412,Beinn Dearg - Beinn Gharbh,930.4,3052.0,285137.0,779058.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.88861654650042,-3.8868903220644464,Bridge of Tilt,13.850336073485865,56.7670162,-3.8375674
407,An Sgarsoch,1006.5,3302.0,293339.0,783685.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.932123014520585,-3.754291685663164,Bridge of Tilt,19.044544284237205,56.7670162,-3.8375674
411,An Sgarsoch - Druim Sgarsoch,954.0,3130.0,294500.0,783600.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.93162593931762,-3.7351885301069965,Bridge of Tilt,19.33343227209557,56.7670162,-3.8375674
408,Carn an Fhidhleir [Carn Ealar],994.0,3261.0,290476.0,784195.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.93603348309199,-3.8015316109551014,Bridge of Tilt,18.921154565116158,56.7670162,-3.8375674
409,Carn a' Chlamain,963.5,3161.0,291591.0,775807.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.860980040103414,-3.7796314773146116,Bridge of Tilt,11.027283095728535,56.7670162,-3.8375674
410,Carn a' Chlamain North Top,952.0,3123.0,291373.0,776137.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.863892146968546,-3.783345971074661,Bridge of Tilt,11.266244908140969,56.7670162,-3.8375674
421,Carn nan Gabhar (Beinn a' Ghlo),1121.9,3681.0,297116.0,773314.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.839852107833316,-3.688053556979971,Killiecrankie,11.926075596074181,56.7449568,-3.7793169
423,Carn nan Gabhar (Beinn a' Ghlo) - Airgiod Bheinn,1061.7,3483.0,296186.0,771996.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.827810149929,-3.702752721643907,Killiecrankie,10.32590281903456,56.7449568,-3.7793169
422,Braigh Coire Chruinn-bhalgain (Beinn a' Ghlo),1070.0,3510.0,294563.0,772403.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.831099235804764,-3.7295026409376297,Bridge of Tilt,9.698956342415855,56.7670162,-3.8375674
429,Carn Liath (Beinn a' Ghlo),976.0,3202.0,293607.0,769830.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.80777747883544,-3.744087019922664,Bridge of Tilt,7.277358871870147,56.7670162,-3.8375674
424,Glas Tulaichean,1051.0,3448.0,305105.0,776011.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.86577300863337,-3.5581648717586214,Spittal of Glenshee,8.351046787856696,56.8128883,-3.4606752
426,Carn an Righ,1029.0,3376.0,302871.0,777268.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.87659835445823,-3.5952735379239185,Spittal of Glenshee,10.825302658437476,56.8128883,-3.4606752
425,Beinn Iutharn Mhor,1045.0,3428.0,304566.0,779279.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.89500915796815,-3.568231045574797,Spittal of Glenshee,11.23140957670105,56.8128883,-3.4606752
427,Beinn Iutharn Mhor - Mam nan Carn,986.0,3235.0,304900.0,777966.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.883287044040195,-3.562258287426568,Spittal of Glenshee,9.97163856079415,56.8128883,-3.4606752
430,Beinn Iutharn Mhor - Beinn Iutharn Bheag,953.0,3127.0,306522.0,779124.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.89401600653909,-3.5360781875178757,Spittal of Glenshee,10.119064973424829,56.8128883,-3.4606752
432,Carn Bhac,945.1,3101.0,305104.0,783225.0,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.930554797197374,-3.560881667044263,Braemar,12.863802300506618,57.0058223,-3.399713
436,Carn Bhac SW Top,918.1,3012.0,304120.0,782765.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.926221177889225,-3.5768687553961587,Braemar,13.916197252320881,57.0058223,-3.399713
440,Carn Bhac - Carn a' Bhutha,905.9,2972.0,303375.0,782002.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,56.91921458273477,-3.588812013054571,Spittal of Glenshee,14.157510301622281,56.8128883,-3.4606752
433,An Socach,944.0,3097.0,307938.0,780016.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,56.90230989812074,-3.513167546788846,Spittal of Glenshee,10.442758720395547,56.8128883,-3.4606752
434,An Socach East Top,938.0,3077.0,309898.0,780579.0,Munro,Munro,Munro,Munro,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.907751276165165,-3.4811993085355804,Spittal of Glenshee,10.621808292798145,56.8128883,-3.4606752
428,Carn a' Gheoidh,975.0,3199.0,310703.0,776700.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.8730721207722,-3.4666194734339495,Spittal of Glenshee,6.701892798572521,56.8128883,-3.4606752
437,Carn a' Gheoidh - Carn nan Sac,919.5,3017.0,311948.0,776955.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.875600262912535,-3.446290004893352,Spittal of Glenshee,7.0279133726156235,56.8128883,-3.4606752
439,Carn a' Gheoidh - Carn Bhinnein,917.0,3009.0,309135.0,776283.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.86902268649754,-3.492184900723543,Spittal of Glenshee,6.529428306808951,56.8128883,-3.4606752
435,The Cairnwell,933.0,3061.0,313486.0,777360.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.87952697861068,-3.4212029890584836,Spittal of Glenshee,7.788969870691909,56.8128883,-3.4606752
438,Carn Aosda,915.3,3003.0,313397.0,779164.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.89571138090999,-3.423278781571207,Spittal of Glenshee,9.486010254126745,56.8128883,-3.4606752
457,Cac Carn Beag (Lochnagar),1155.7,3792.0,324372.0,786140.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.960286252599985,-3.2452531599444083,Crathie,8.99733265012391,57.0395016,-3.214963
458,Cac Carn Beag (Lochnagar) - Cac Carn Mor,1151.3,3777.0,324517.0,785687.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.956241496661484,-3.242733963581697,Crathie,9.409640859564039,57.0395016,-3.214963
460,Cac Carn Beag (Lochnagar) - Cuidhe Crom,1083.2,3554.0,325995.0,784923.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.949618891848345,-3.2182147601738627,Crathie,9.996441656588793,57.0395016,-3.214963
475,Cac Carn Beag (Lochnagar) - Meikle Pap,980.0,3215.0,325991.0,786061.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.95983891775426,-3.218614068171277,Crathie,8.86084539615733,57.0395016,-3.214963
476,Cac Carn Beag (Lochnagar) - Meall Coire na Saobhaidhe,974.0,3196.0,324251.0,787298.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.970666590514405,-3.247589988805237,Crathie,7.904968007676438,57.0395016,-3.214963
481,Cac Carn Beag (Lochnagar) - Little Pap,956.0,3136.0,326465.0,784438.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.94533798293659,-3.210349074256562,Crathie,10.474245809574773,57.0395016,-3.214963
459,Carn a' Choire Bhoidheach,1109.9,3641.0,322673.0,784557.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.945787991657895,-3.2726990575876536,Braemar,10.188611453119101,57.0058223,-3.399713
462,Carn a' Choire Bhoidheach - Creag a' Ghlas-uillt,1066.9,3500.0,324209.0,784239.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.943186358843235,-3.2473623112875702,Crathie,10.888106376394214,57.0395016,-3.214963
464,Carn a' Choire Bhoidheach - Eagles Rock [Eagle's Rock],1049.2,3442.0,323712.0,783854.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.939646874417136,-3.255412801978082,Crathie,11.370507412032087,57.0395016,-3.214963
466,Carn a' Choire Bhoidheach - Carn an t-Sagairt Beag,1044.3,3426.0,321659.0,784863.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.948365463116296,-3.289456954769001,Braemar,9.244370284717567,57.0058223,-3.399713
465,Carn an t-Sagairt Mor,1047.0,3435.0,320810.0,784280.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.942984892395074,-3.303226688194609,Braemar,9.111107664563814,57.0058223,-3.399713
461,Glas Maol,1068.0,3504.0,316699.0,776576.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.87307456714667,-3.368241978551669,Spittal of Glenshee,8.740085469930694,56.8128883,-3.4606752
477,Glas Maol - Little Glas Maol,973.0,3192.0,317590.0,775960.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.86770156910033,-3.3534291301330255,Spittal of Glenshee,8.927221627027482,56.8128883,-3.4606752
488,Glas Maol - Meall Odhar,922.0,3025.0,315596.0,777353.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.879853132486964,-3.386589985889023,Spittal of Glenshee,8.70298039595566,56.8128883,-3.4606752
472,Creag Leacach,988.2,3242.0,315468.0,774548.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.854638735269376,-3.3877560178710917,Spittal of Glenshee,6.420928662123306,56.8128883,-3.4606752
484,Creag Leacach SW Top,943.7,3096.0,314941.0,774171.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.851156669746224,-3.3962685918135582,Spittal of Glenshee,5.784362952736495,56.8128883,-3.4606752
463,Cairn of Claise,1064.0,3491.0,318549.0,778890.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.894185169669896,-3.3386436691602683,Spittal of Glenshee,11.694692249986486,56.8128883,-3.4606752
478,Cairn of Claise - Druim Mor,961.0,3153.0,318999.0,777147.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.8786102635377,-3.3307025521771543,Spittal of Glenshee,10.764641292827369,56.8128883,-3.4606752
467,Carn an Tuirc,1019.0,3343.0,317454.0,780482.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.908288844481966,-3.357131026269979,Braemar,11.148296911345243,57.0058223,-3.399713
480,Tom Buidhe,957.0,3140.0,321367.0,778774.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.89363030255399,-3.292363719687819,Clova,12.689010786655484,56.8441699,-3.1042052
479,Tolmount,958.0,3143.0,321051.0,780018.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.904748992177865,-3.297936811796917,Braemar,12.821609880479281,57.0058223,-3.399713
489,Tolmount - Crow Craigies,920.0,3018.0,322204.0,779867.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.90358800477941,-3.278964000550219,Clova,12.506980384650983,56.8441699,-3.1042052
468,Cairn Bannoch,1012.0,3320.0,322288.0,782555.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.927743324089555,-3.2784103490525522,Braemar,11.3771768559555,57.0058223,-3.399713
469,Cairn Bannoch - Fafernie,1000.0,3281.0,321513.0,782316.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.92546601762304,-3.291065573327769,Braemar,11.100079464012945,57.0058223,-3.399713
482,Cairn Bannoch - Creag Leachdach,957.0,3140.0,321010.0,781628.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.9192014708853,-3.29911205386602,Braemar,11.400213291076406,57.0058223,-3.399713
471,Cairn Bannoch - Cairn of Gowal,991.0,3251.0,322671.0,782088.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.923613324858565,-3.2719767866950673,Braemar,11.97992671220056,57.0058223,-3.399713
474,Cairn Bannoch - Cairn of Gowal South Top,983.0,3225.0,322789.0,781668.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.91986095881131,-3.2699106839922405,Braemar,12.38072942895345,57.0058223,-3.399713
487,Cairn Bannoch - Craig of Gowal,927.0,3041.0,323194.0,780900.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.9130308296025,-3.26302686724389,Clova,12.318581825320452,56.8441699,-3.1042052
470,Broad Cairn,998.0,3274.0,324056.0,781567.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.919163531372256,-3.249073987630721,Clova,12.124361288282937,56.8441699,-3.1042052
473,Broad Cairn - Creag an Dubh-loch,983.0,3225.0,323283.0,782319.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.925789851749194,-3.2619957429381934,Braemar,12.201815884598762,57.0058223,-3.399713
486,Mayar,928.0,3045.0,324083.0,773748.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.848943507994896,-3.2462904788395686,Clova,8.656582495565182,56.8441699,-3.1042052
483,Driesh,947.0,3107.0,327116.0,773588.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.84799284379893,-3.196530701253964,Clova,5.630512279696098,56.8441699,-3.1042052
485,Mount Keen,939.0,3081.0,340905.0,786927.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.96976612287533,-2.973619650145898,Ballater,9.748020321979235,57.0495064,-3.0405173
571,Mullach Clach a' Bhlair,1019.0,3343.0,288285.0,792702.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.011890841540755,-3.841283894018929,Insh,11.263158939852756,57.0907071,-3.9582648
580,Mullach Clach a' Bhlair - Diollaid Coire Eindart,974.0,3196.0,290400.0,792757.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.01289196078902,-3.806499162081126,Insh,12.61385265424836,57.0907071,-3.9582648
591,Mullach Clach a' Bhlair - Druim nam Bo,918.0,3012.0,287388.0,792129.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.00652809634764,-3.855790061641125,Insh,11.22623507137961,57.0907071,-3.9582648
548,Sgor Gaoith,1118.0,3668.0,290300.0,798961.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.068571917146244,-3.810854083195603,Insh,9.242011033628973,57.0907071,-3.9582648
551,Sgor Gaoith - Sgoran Dubh Mor,1111.0,3645.0,290498.0,800276.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.08042596547939,-3.8081648678149937,Kincraig,9.087839442005636,57.1274984,-3.9311803
565,Sgor Gaoith - Carn Ban Mor,1052.0,3451.0,289378.0,797203.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.05256696579106,-3.825276288630068,Insh,9.088570338117513,57.0907071,-3.9582648
576,Sgor Gaoith - Meall Dubhag,998.0,3274.0,288042.0,795552.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.03742071947631,-3.8465518671690204,Insh,8.984517065981622,57.0907071,-3.9582648
579,Sgor Gaoith - Meall Buidhe,976.0,3202.0,289158.0,800172.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.07917137503304,-3.830213055441481,Insh,7.842847698910912,57.0907071,-3.9582648
589,Sgor Gaoith - Geal-charn,920.0,3018.0,288404.0,801414.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.09014037936041,-3.8431979197524435,Kincraig,6.743949060389957,57.1274984,-3.9311803
519,Braeriach,1296.0,4252.0,295328.0,799916.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.078317613931034,-3.7283727040451953,Kincraig,13.413645991029469,57.1274984,-3.9311803
526,Braeriach - Stob Coire an Lochain,1235.0,4052.0,294028.0,799726.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.076314080766586,-3.749726747302417,Kincraig,12.348686998571354,57.1274984,-3.9311803
522,Braeriach - Carn na Criche,1265.0,4150.0,293934.0,798267.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.06319217800359,-3.7506593508556465,Insh,12.91443881603023,57.0907071,-3.9582648
530,Braeriach - Sron na Lairige,1184.0,3885.0,296427.0,800625.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.084932470202716,-3.710545190271913,Aviemore,14.04558120645478,57.1937528,-3.8287496
523,Sgor an Lochain Uaine,1258.0,4127.0,295422.0,797693.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,57.05837857689119,-3.7258957121647187,Insh,14.497072500539485,57.0907071,-3.9582648
521,Cairn Toul,1291.0,4236.0,296328.0,797229.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.05441711437515,-3.7107736502988886,Insh,15.493790028859301,57.0907071,-3.9582648
528,Cairn Toul - Stob Coire an t-Saighdeir,1213.0,3980.0,296270.0,796360.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.04660118537986,-3.7113702917982403,Insh,15.709746259919632,57.0907071,-3.9582648
575,The Devil's Point,1006.9,3303.0,297609.0,795115.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.0357215476374,-3.6888035791586216,Insh,17.400657776306954,57.0907071,-3.9582648
549,Monadh Mor,1113.0,3652.0,293866.0,794217.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.02681172745727,-3.750068522029076,Insh,14.455217067687006,57.0907071,-3.9582648
590,Monadh Mor - Tom Dubh,918.0,3012.0,292143.0,795278.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.03593845433502,-3.778892851126811,Insh,12.43745953186589,57.0907071,-3.9582648
577,Monadh Mor - Leth-chreag,985.0,3232.0,292186.0,793909.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.023656468848415,-3.777597574063904,Insh,13.2262502831208,57.0907071,-3.9582648
538,Beinn Bhrotain,1157.0,3796.0,295413.0,792292.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.00988042622031,-3.7237963489194907,Insh,16.78870585835057,57.0907071,-3.9582648
585,Beinn Bhrotain - Carn Cloich-mhuilinn,942.0,3091.0,296861.0,790686.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.99578571458707,-3.6993072832686176,Braemar,18.17764314762428,57.0058223,-3.399713
567,Carn a' Mhaim,1037.0,3402.0,299458.0,795199.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.03688288255628,-3.6583844631717692,Braemar,16.032849442554536,57.0058223,-3.399713
518,Ben Macdui [Beinn Macduibh],1309.0,4295.0,298899.0,798943.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.07037921430749,-3.6690995123294927,Aviemore,16.763531163544176,57.1937528,-3.8287496
520,Ben Macdui North Top,1295.0,4249.0,299125.0,799565.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.07601393504941,-3.6656241777050558,Aviemore,16.379502014959503,57.1937528,-3.8287496
546,Ben Macdui - Carn Etchachan,1120.0,3675.0,300311.0,800908.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.08833171080305,-3.646604080592514,Aviemore,16.067723310409928,57.1937528,-3.8287496
524,Ben Macdui - Stob Coire Sputan Dearg,1249.0,4098.0,299799.0,798467.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.066301838355336,-3.654072578460535,Braemar,16.794579143815,57.0058223,-3.399713
552,Ben Macdui - Sron Riach,1113.0,3652.0,299993.0,797795.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.06030986850773,-3.6506068483081595,Braemar,16.345265731667098,57.0058223,-3.399713
